iter	PRAUC	Logloss
884	0.9743823339	0.2234839653
885	0.9743991061	0.2234317349
886	0.9744113564	0.2233628557
887	0.9744107717	0.2233603575
888	0.9744208785	0.2233438867
889	0.9744234102	0.2233369109
890	0.9744406273	0.2233009491
891	0.974441576	0.2232800935
892	0.9744576369	0.2232339624
893	0.9744653366	0.2232113497
894	0.9744949637	0.2230547
895	0.9745279219	0.222972169
896	0.9745470676	0.2229163985
897	0.9745542489	0.2228835394
898	0.9745619555	0.222850559
899	0.9745755838	0.2227630077
900	0.9746007829	0.222701163
901	0.974620719	0.2226690601
902	0.9746527756	0.2225743396
903	0.974653701	0.2225507299
904	0.9746836723	0.2224393641
905	0.9747034829	0.2223747559
906	0.9747369203	0.2222308049
907	0.974729546	0.2222232551
908	0.9747267656	0.2222205157
909	0.9747483032	0.2221458569
910	0.974764061	0.222116886
911	0.9747745604	0.2220795143
912	0.9747910861	0.2220211415
913	0.974811107	0.22194531
914	0.9748179612	0.2219048863
915	0.9748397647	0.2218118795
916	0.9748825469	0.2217351495
917	0.9748859282	0.2216943355
918	0.974891797	0.2216727056
919	0.9749186873	0.2216079605
920	0.9749542565	0.2215327471
921	0.9749593912	0.221488191
922	0.9749616256	0.2214581687
923	0.9749589893	0.22144829
924	0.974967552	0.2214170853
925	0.9749726724	0.22139474
926	0.9749987834	0.2212632653
927	0.9750151524	0.2208823287
928	0.9750289416	0.2208322936
929	0.9750363132	0.2207675874
930	0.9750651347	0.2207010017
931	0.9750841364	0.2206648502
932	0.9751170774	0.220580142
933	0.9751221624	0.2205747802
934	0.975148066	0.220511635
935	0.9751587146	0.2204681945
936	0.9751725381	0.2204497378
937	0.9751760226	0.2204422988
938	0.975183642	0.2204200109
939	0.9751872563	0.2204051505
940	0.9752078677	0.2203528609
941	0.9752003011	0.2203343605
942	0.9752177701	0.2202844573
943	0.9752484406	0.2201973384
944	0.9752513809	0.2201560108
945	0.9752614288	0.2200812255
946	0.9752807684	0.2200204017
947	0.9752874218	0.219973294
948	0.975281832	0.2199461402
949	0.9752850475	0.2199272067
950	0.975322168	0.2198466561
951	0.9753607556	0.2197589288
952	0.9753765315	0.2197045642
953	0.9753798257	0.2196797557
954	0.9754008568	0.2196167775
955	0.9754029542	0.2195716589
956	0.97541693	0.2194564663
957	0.9754465328	0.2193478342
958	0.9754463753	0.2193457361
959	0.9754614576	0.2193161441
960	0.9754790205	0.2192657897
961	0.9754999504	0.2192075094
962	0.9755136021	0.2191511001
963	0.9755230231	0.2191384259
964	0.9755398738	0.2190831277
965	0.9755451668	0.2190673183
966	0.9755628409	0.2190225889
967	0.975603514	0.218899666
968	0.9756054706	0.218877928
969	0.9756106692	0.2188576202
970	0.9756334622	0.2188143605
971	0.9756542515	0.2187604562
972	0.975658072	0.2187528857
973	0.9756614272	0.2187352402
974	0.9756689749	0.2187039323
975	0.9756763991	0.2186290173
976	0.9757030739	0.2185550007
977	0.975728101	0.2184964613
978	0.9757313186	0.2184414142
979	0.9757374265	0.2184070576
980	0.9757708257	0.2183306223
981	0.975787538	0.218292494
982	0.9757923229	0.2182579524
983	0.9757995836	0.2182402791
984	0.9758060784	0.2182253639
985	0.9758494847	0.2181395674
986	0.9758611142	0.2181092963
987	0.9758622964	0.2180543571
988	0.9758910074	0.2180297912
989	0.9758967278	0.2180169914
990	0.9758951129	0.2180046022
991	0.9759113684	0.2179635043
992	0.9759111325	0.2179634305
993	0.9759195609	0.2179448202
994	0.9759450779	0.2178997194
995	0.9759598508	0.2178388833
996	0.9759668059	0.2178073754
997	0.9759839959	0.2177342028
998	0.9759985481	0.21767912
999	0.9760113731	0.2176199058
1000	0.9760128561	0.2176012213
1001	0.9760211955	0.2175684546
1002	0.9760236283	0.2175630099
1003	0.9760236548	0.2175629029
1004	0.976019071	0.2175369612
1005	0.9760169708	0.2175227025
1006	0.9760305446	0.2174830176
1007	0.9760611621	0.2173791571
1008	0.9760860673	0.2173047665
1009	0.9761018969	0.2172505515
1010	0.9761277305	0.2171946515
1011	0.976137399	0.2171406722
1012	0.9761519203	0.2170916126
1013	0.9761565845	0.2170724143
1014	0.9761644374	0.217044966
1015	0.9761660923	0.2170371488
1016	0.9761989231	0.2169368509
1017	0.9762147744	0.21690146
1018	0.9762483995	0.2167975243
1019	0.976268922	0.2167296524
1020	0.9762828285	0.2166917324
1021	0.9762864063	0.2166757763
1022	0.9763043083	0.2165723175
1023	0.9763115997	0.2165506462
1024	0.9763519675	0.2164375386
1025	0.9763607397	0.2164081108
1026	0.9763872399	0.2163644579
1027	0.9763933829	0.2163419403
1028	0.9763992003	0.2163257015
1029	0.9764155232	0.2162476055
1030	0.9764296813	0.2161422416
1031	0.9764307682	0.2161314167
1032	0.9764507063	0.216050389
1033	0.976456822	0.2160240623
1034	0.9764566012	0.2160240185
1035	0.9764536666	0.216005396
1036	0.9764647519	0.2159895723
1037	0.9764762348	0.2159455671
1038	0.9764772765	0.2159432484
1039	0.9764778387	0.2159329819
1040	0.9764968369	0.2158749955
1041	0.9765191881	0.2157899615
1042	0.9765173267	0.2157766925
1043	0.9765311856	0.2157194785
1044	0.9765396623	0.2156659018
1045	0.9765476066	0.2156182692
1046	0.9765647703	0.2155808838
1047	0.9765950294	0.2155076649
1048	0.9765963663	0.2154877416
1049	0.9766384794	0.2153853379
1050	0.9766455273	0.2153770279
1051	0.9766422882	0.2153239507
1052	0.9766445132	0.2153169842
1053	0.976655929	0.2152805558
1054	0.9766695466	0.2152314456
1055	0.9766775306	0.2152141938
1056	0.9766825669	0.2151830517
1057	0.9766935032	0.2151549099
1058	0.9766902383	0.2151290648
1059	0.9767016044	0.2151155273
1060	0.9767078919	0.2150947622
1061	0.9767236675	0.2150372828
1062	0.9767237806	0.214998666
1063	0.97672577	0.2149842096
1064	0.9767457299	0.2149227549
1065	0.9767765371	0.2148324216
1066	0.9767836742	0.2148103536
1067	0.9767887341	0.2147647875
1068	0.9768102384	0.2147166522
1069	0.9768226072	0.2146581251
1070	0.9768456611	0.2145909913
1071	0.9768501952	0.2145709801
1072	0.9768503234	0.2145288218
1073	0.9768751047	0.2144694793
1074	0.9768830141	0.2144356567
1075	0.9768927298	0.214407555
1076	0.9769072535	0.2143336114
1077	0.976907555	0.2143062441
1078	0.9769373268	0.2141771021
1079	0.9769439785	0.2141502194
1080	0.9769627549	0.2141031509
1081	0.9769801813	0.2138737332
1082	0.9769873473	0.2138480906
1083	0.9769986517	0.2137905744
1084	0.9770253402	0.2136884781
1085	0.9770384683	0.2136696283
1086	0.9770422807	0.2136454759
1087	0.9770699667	0.2135779022
1088	0.9770718477	0.2133872795
1089	0.9770805652	0.2133604566
1090	0.9770856931	0.213341786
1091	0.9770830483	0.2133240332
1092	0.9771022044	0.2132682869
1093	0.9771163438	0.2132543944
1094	0.977150984	0.2131210629
1095	0.9771665785	0.2130606351
1096	0.9771855154	0.2129844814
1097	0.9772013893	0.2129224548
1098	0.9772105205	0.212883122
1099	0.9772178453	0.2128622459
1100	0.9772171759	0.2128581498
1101	0.9772218007	0.2128443554
1102	0.9772333862	0.2128110394
1103	0.9772394096	0.2127629925
1104	0.9772462786	0.2127430111
1105	0.9772614605	0.2126968564
1106	0.9772904458	0.2126327317
1107	0.9772835809	0.2126059331
1108	0.9772887122	0.2125751859
1109	0.9773100487	0.212505351
1110	0.9773298122	0.2124451831
1111	0.977344923	0.2123995598
1112	0.977344575	0.2123975628
1113	0.977365989	0.2123485073
1114	0.9773659831	0.2123484946
1115	0.9773800119	0.2122606646
1116	0.9774011513	0.2121882038
1117	0.9774072737	0.2121598683
1118	0.9774399213	0.2121123654
1119	0.9774652886	0.2120738054
1120	0.9774699494	0.2120616884
1121	0.9774704566	0.2120583644
1122	0.9774843282	0.2119905701
1123	0.9775126356	0.2118905095
1124	0.9775392778	0.2118019179
1125	0.9775467578	0.2117743314
1126	0.9775692055	0.2117271673
1127	0.9775707647	0.2117214427
1128	0.9775856248	0.2116865471
1129	0.9775934498	0.211639003
1130	0.9776137024	0.2115639766
1131	0.9776226173	0.2114914924
1132	0.9776235061	0.2114906535
1133	0.9776353682	0.211433459
1134	0.9776374107	0.2114123794
1135	0.9776425551	0.2113571661
1136	0.9776585092	0.2112978109
1137	0.9776793392	0.2112304705
1138	0.9776835527	0.2112116242
1139	0.9776868501	0.2112039061
1140	0.9776923262	0.2111948784
1141	0.9777067575	0.2111548103
1142	0.9777171425	0.2111271132
1143	0.9777183544	0.2111116179
1144	0.9777245555	0.2110991572
1145	0.9777333454	0.2110673702
1146	0.9777344448	0.2110408438
1147	0.9777463891	0.2110090539
1148	0.9777617887	0.2109619501
1149	0.9777665073	0.2109456739
1150	0.9777705087	0.2109316855
1151	0.9778054469	0.2108424584
1152	0.9778129985	0.2108213611
1153	0.9778153622	0.2108069678
1154	0.9778155481	0.210806912
1155	0.9778413326	0.2107485695
1156	0.9779054782	0.2105909259
1157	0.9779204412	0.2105373071
1158	0.9779298292	0.2104807311
1159	0.9779370216	0.2104480316
1160	0.9779673266	0.2103626882
1161	0.9779725347	0.210321726
1162	0.9779815562	0.2102945128
1163	0.9779865077	0.2102871664
1164	0.9779949171	0.2102624657
1165	0.9779966861	0.2102313785
1166	0.9779977209	0.2102296432
1167	0.9780150952	0.2101623076
1168	0.9780255991	0.2101109415
1169	0.9780408996	0.2099780161
1170	0.9780424147	0.2099570758
1171	0.9780483805	0.2099210252
1172	0.9780629324	0.2098804204
1173	0.9780688524	0.209866276
1174	0.9780971492	0.2097750122
1175	0.9781089954	0.2097286391
1176	0.9781138068	0.2097003983
1177	0.9781363671	0.2096533189
1178	0.978158	0.2095909303
1179	0.9781626911	0.2095768207
1180	0.9781727667	0.2095429034
1181	0.978193252	0.2094857748
1182	0.9782053479	0.2094413726
1183	0.9782202565	0.2094033299
1184	0.9782399427	0.209325996
1185	0.9782507241	0.2092676243
1186	0.9782613469	0.2092506451
1187	0.9782711353	0.2092220129
1188	0.9782866629	0.2091624567
1189	0.9782956155	0.2090987029
1190	0.978299178	0.209089114
1191	0.9783170546	0.2090164176
1192	0.9783433552	0.2089353593
1193	0.9783534325	0.2088855298
1194	0.9783496013	0.2088811835
1195	0.9783513747	0.2088397465
1196	0.9783532691	0.2088205794
1197	0.9783678097	0.2087654156
1198	0.9783818272	0.2087240533
1199	0.9783804809	0.2087186254
1200	0.9783982283	0.2086697232
1201	0.9784037432	0.2086461964
1202	0.9784129693	0.2086229729
1203	0.9784139849	0.2086108101
1204	0.9784224026	0.2085399505
1205	0.9784266998	0.2085196693
1206	0.9784397717	0.2084883066
1207	0.9784499237	0.2084561373
1208	0.9784679476	0.2083998678
1209	0.9784679476	0.2083998631
1210	0.9784710542	0.2083869721
1211	0.9784733025	0.2083744076
1212	0.9784779905	0.2083622741
1213	0.9784873357	0.2083429019
1214	0.9784951159	0.2082906931
1215	0.9785005249	0.2082665548
1216	0.9785187387	0.2081769375
1217	0.9785278894	0.2081454154
1218	0.9785387295	0.2081074723
1219	0.978554838	0.2080666612
1220	0.9785715978	0.2079794792
1221	0.9785766227	0.2079571818
1222	0.9786072211	0.2078511391
1223	0.9786225357	0.2077940106
1224	0.9786195632	0.2077928061
1225	0.9786306294	0.2077606567
1226	0.9786391223	0.2076996356
1227	0.9786420144	0.2076926418
1228	0.9786484028	0.2076839919
1229	0.9786511859	0.2076439199
1230	0.9786684939	0.2075985781
1231	0.9786844515	0.2075691862
1232	0.9786879875	0.2075457774
1233	0.9786913903	0.2075083831
1234	0.9787029413	0.2074315177
1235	0.9787114031	0.2073922518
1236	0.9787265361	0.2073372136
1237	0.9787304553	0.2073311934
1238	0.9787344222	0.2073152548
1239	0.9787353738	0.207309692
1240	0.9787408359	0.2072975504
1241	0.9787406089	0.2072954187
1242	0.9787375501	0.2072875527
1243	0.978745467	0.2072774464
1244	0.9787623693	0.2072409687
1245	0.9787644874	0.2072150947
1246	0.9787712822	0.2071694588
1247	0.9787743882	0.207157492
1248	0.9787833589	0.2071324106
1249	0.978791518	0.2070886116
1250	0.9787927618	0.2070841852
1251	0.9788044748	0.2069790705
1252	0.9788157572	0.2069311851
1253	0.9788235589	0.2068925605
1254	0.9788253013	0.2068379553
1255	0.9788387937	0.2068062729
1256	0.9788566819	0.2067256842
1257	0.9788619092	0.2066923026
1258	0.9788910754	0.2066217706
1259	0.9789002561	0.2066058249
1260	0.9789124811	0.2065597105
1261	0.9789108313	0.2065262702
1262	0.9789153128	0.2064972363
1263	0.9789229064	0.2064725433
1264	0.9789365584	0.2064327264
1265	0.9789626172	0.2063627375
1266	0.9789639085	0.2063517674
1267	0.9789661408	0.2063381292
1268	0.9789770698	0.206317055
1269	0.978996742	0.2062340203
1270	0.9790111293	0.206208198
1271	0.9790194524	0.2061705588
1272	0.9790336017	0.2061316991
1273	0.9790530674	0.2060739443
1274	0.979065671	0.206025351
1275	0.979079169	0.2059510592
1276	0.9790807244	0.2059466728
1277	0.9791047572	0.205878058
1278	0.9791208839	0.2058216252
1279	0.9791248507	0.2058153498
1280	0.9791264054	0.2058108767
1281	0.9791278	0.2057824542
1282	0.9791336149	0.2057313633
1283	0.9791355493	0.2056904782
1284	0.9791512062	0.2056479999
1285	0.9791528129	0.2056452643
1286	0.9791610313	0.2056367095
1287	0.9791622534	0.2055814534
1288	0.9791637162	0.2055612683
1289	0.9791666777	0.2055224811
1290	0.9791783812	0.2054819295
1291	0.9791776636	0.2054724596
1292	0.9791920747	0.2054266622
1293	0.979206258	0.205373079
1294	0.9792050752	0.2053423967
1295	0.9792069434	0.2053228374
1296	0.9792270137	0.2052443551
1297	0.9792292037	0.205227296
1298	0.979242428	0.2051936897
1299	0.9792463729	0.2051834764
1300	0.9792471527	0.2051790119
1301	0.9792507846	0.2051519154
1302	0.9792508087	0.205150057
1303	0.9792499872	0.205124969
1304	0.9792537376	0.205097989
1305	0.9792670854	0.20506501
1306	0.9792956365	0.2049726353
1307	0.9793248083	0.2049483787
1308	0.9793250261	0.2049338058
1309	0.9793440257	0.2048684198
1310	0.9793592659	0.2048294676
1311	0.9793626226	0.2048155112
1312	0.9793658034	0.2048124177
1313	0.9793698951	0.2048023164
1314	0.979381518	0.2047474057
1315	0.9793855448	0.2047402454
1316	0.9793880819	0.2047246499
1317	0.9793872275	0.2046973557
1318	0.9793880922	0.2046904943
1319	0.979400943	0.2046247876
1320	0.9794108264	0.2045943029
1321	0.979416009	0.2045506872
1322	0.9794094375	0.2045378161
1323	0.9794297783	0.2044758049
1324	0.9794349223	0.2044710516
1325	0.9794494749	0.2044303419
1326	0.9794609635	0.2043947064
1327	0.9794699329	0.2043469132
1328	0.9794635564	0.2043272964
1329	0.9794732979	0.2043095026
1330	0.9794835983	0.2042782158
1331	0.9794956447	0.2042057045
1332	0.9795045883	0.2041812402
1333	0.9795068897	0.2041526976
1334	0.9795274392	0.2040973031
1335	0.9795278303	0.2040816803
1336	0.9795336709	0.2040711129
1337	0.9795335694	0.204069174
1338	0.9795561417	0.2040105221
1339	0.9795697531	0.2039660353
1340	0.9795779942	0.2039491056
1341	0.9795722054	0.2039464554
1342	0.9795841305	0.2039110572
1343	0.9795929921	0.2038725536
1344	0.979605058	0.2038132924
1345	0.9796087548	0.2037933178
